LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
Water Services Fund,Water/Water Engineering Division,Compensation - Full Time Reg,,,,420949.86,399256.42,409058.92,468149.0,480030.0,3
Water Services Fund,Water/Water Engineering Division,FICA Tax Expense,,,,31367.22,29798.93,29762.67,35814.0,36734.0,3
Water Services Fund,Water/Water Engineering Division,Group Insurance Expense,,,,60465.0,80321.0,80325.0,70748.0,83664.0,3
Water Services Fund,Water/Water Engineering Division,Employer - LGERS,,,,20675.59,25419.63,28157.91,32201.0,33949.0,3
Water Services Fund,Water/Water Engineering Division,Fleet Maintenance Charges,,,,11765.42,9553.34,3135.96,2600.0,3293.0,3
Water Services Fund,Water/Water Engineering Division,Employer - 401(K),,,,21201.21,19937.95,20463.68,23407.0,24009.0,3
Water Services Fund,Water/Water Engineering Division,All Other Expenses,,,,14681.660000000002,11124.769999999999,17452.63,23040.0,21031.0,3
Water Services Fund,Water/Water Engineering Division Total,,,,,581105.96,575412.04,588356.77,655959.0,682710.0,2
Water Services Fund,Water/Maintenance & Repairs Division,Electricity,,,,15413.02,13381.28,12286.05,15000.0,15000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Employer - 401(K),,,,89359.39,76225.11,76010.44,92035.0,80450.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Cellular Usage,,,,34419.06,36752.28,37159.15,43340.0,25000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Compensation - Full Time Reg,,,,1596442.81,1390459.98,1383448.81,1597616.0,1475768.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Employer - LGERS,,,,87144.61,97158.42,104590.43,125715.0,113756.0,3
Water Services Fund,Water/Maintenance & Repairs Division,FICA Tax Expense,,,,129617.35,112151.29,109580.26,131711.0,123088.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Telephone,,,,19511.89,24987.14,19621.14,26675.0,21500.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Compensation - Overtime,,,,172353.45,132406.46,124320.19,138195.0,117978.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Group Insurance Expense,,,,378322.0,437301.0,457301.0,376429.0,390432.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Supplies - Uniforms,,,,17102.1,14028.87,14897.86,18000.0,16000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Materials - Water Meter Maint.,,,,17148.84,21792.28,19026.1,30000.0,40000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Training,,,,21547.64,17422.47,16194.92,20000.0,21400.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Supplies - Safety Equipment,,,,58858.19,11313.24,33744.7,25000.0,15000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Compensation - Stand By Pay,,,,18376.3,12461.54,12756.41,15240.0,15244.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Materials,,,,858796.77,831751.88,622983.66,842619.0,700000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Contracted Services,,,,18988.92,59215.18,33642.69,106341.0,112500.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Fleet Fuel Charges,,,,0.0,0.0,127362.93,132200.0,150495.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Maint & Repair - Equipment,,,,35617.08,4917.92,5997.6,15865.0,23000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Supplies - Other,,,,66666.79,53748.15,90713.29,122100.0,100000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Rental/Lease,,,,5876.26,5294.83,7911.11,33479.0,14000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Maint & Repair - Buildings,,,,3388.47,582.02,4675.7,10425.0,800.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Water and Sewer,,,,0.0,0.0,8735.41,10000.0,7000.0,3
Water Services Fund,Water/Maintenance & Repairs Division,Fleet Maintenance Charges,,,,272185.96,292122.7,170388.32,192750.0,172162.0,3
Water Services Fund,Water/Maintenance & Repairs Division,All Other Expenses,,,,14924.71,7113.459999999999,3273.7599999999993,11678.0,9615.0,3
Water Services Fund,Water/Maintenance & Repairs Division Total,,,,,3932061.61,3652587.5,3496621.93,4132413.0,3760188.0,2
Water Services Fund,Water/Water Administration,Compensation - Full Time Reg,,,,473624.24,472303.19,504985.71,549050.0,537625.0,3
Water Services Fund,Water/Water Administration,All Other Expenses,,,,12949.4,11911.08,11324.89,14660.0,11766.0,3
Water Services Fund,Water/Water Administration,Rental/Lease,,,,5227.21,4887.0,5163.96,6400.0,8000.0,3
Water Services Fund,Water/Water Administration,Quality of Serv Award,,,,1136.16,2904.3,8998.11,3000.0,3900.0,3
Water Services Fund,Water/Water Administration,Contracted Services,,,,0.0,2349.88,44291.57,193999.0,208500.0,3
Water Services Fund,Water/Water Administration,Licenses Taxes & Fees,,,,18042.44,33943.19,37358.59,47776.0,47415.0,3
Water Services Fund,Water/Water Administration,Supplies - Other,,,,8285.93,8107.5,10092.53,9216.0,7000.0,3
Water Services Fund,Water/Water Administration,FICA Tax Expense,,,,35142.01,35476.64,37551.4,40786.0,41427.0,3
Water Services Fund,Water/Water Administration,Group Insurance Expense,,,,47028.0,62472.0,62475.0,65590.0,74368.0,3
Water Services Fund,Water/Water Administration,Employer - LGERS,,,,23183.1,30312.2,35326.27,37721.0,38289.0,3
Water Services Fund,Water/Water Administration,Training,,,,11087.09,1751.1,8545.48,6400.0,7000.0,3
Water Services Fund,Water/Water Administration,Dues & Subscriptions,,,,14988.8,26822.02,25571.66,46550.0,57300.0,3
Water Services Fund,Water/Water Administration,Employer - 401(K),,,,23415.1,23768.07,25672.86,27479.0,27076.0,3
Water Services Fund,Water/Water Administration Total,,,,,674109.48,717008.1699999998,817358.03,1048627.0,1069666.0,2
Water Services Fund,Water/Water Operating Equipment Div,Mach & Equipment,,,,0.0,296739.89,267494.72,701214.0,254728.0,3
Water Services Fund,Water/Water Operating Equipment Div Total,,,,,0.0,296739.89,267494.72,701214.0,254728.0,2
Water Services Fund,Water/Construction Crew Division,FICA Tax Expense,,,,18756.75,18924.87,15245.73,18181.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Employer - LGERS,,,,12856.27,16554.96,14879.41,16348.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Group Insurance Expense,,,,47028.0,53547.0,62475.0,62475.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Rental/Lease,,,,25515.69,3624.0,786.8,7335.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Fleet Fuel Charges,,,,0.0,0.0,23760.06,26000.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Fleet Maintenance Charges,,,,41154.05,67050.5,20276.91,26000.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Compensation - Overtime,,,,30273.14,31913.59,18092.42,23568.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Materials,,,,85263.01,141858.25,149195.33,225000.0,0.0,3
Water Services Fund,Water/Construction Crew Division,All Other Expenses,,,,6754.42,2492.01,3459.18,7909.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Compensation - Full Time Reg,,,,231548.61,227190.25,196434.22,237643.0,0.0,3
Water Services Fund,Water/Construction Crew Division,Employer - 401(K),,,,13191.91,12986.83,10813.46,11883.0,0.0,3
Water Services Fund,Water/Construction Crew Division Total,,,,,512341.85,576142.26,515418.51999999996,662342.0,0.0,2
Water Services Fund,Water/Customer Service Division,All Other Expenses,,,,7546.45,5940.69,1045.5700000000002,9325.0,3100.0,3
Water Services Fund,Water/Customer Service Division,Training,,,,1164.74,1093.5,24772.79,6500.0,4000.0,3
Water Services Fund,Water/Customer Service Division,Services - Copying and Dupl,,,,3523.84,3308.6,8654.75,20481.0,22000.0,3
Water Services Fund,Water/Customer Service Division,Licenses Taxes & Fees,,,,75.0,0.0,0.0,37161.0,28000.0,3
Water Services Fund,Water/Customer Service Division,Maintenance and Repairs,,,,26643.79,16970.47,15045.56,15300.0,0.0,3
Water Services Fund,Water/Customer Service Division,Supplies - Other,,,,19902.79,14721.59,48398.22,20000.0,15000.0,3
Water Services Fund,Water/Customer Service Division,Mach & Equipment,,,,0.0,0.0,86939.0,46464.0,0.0,3
Water Services Fund,Water/Customer Service Division,FICA Tax Expense,,,,55901.19,57376.72,58476.78,62504.0,67188.0,3
Water Services Fund,Water/Customer Service Division,Employer - LGERS,,,,35353.99,49020.74,55359.93,56664.0,62094.0,3
Water Services Fund,Water/Customer Service Division,Telephone,,,,37672.83,20576.83,20743.83,36440.0,29640.0,3
Water Services Fund,Water/Customer Service Division,Rental/Lease,,,,19297.36,11348.33,9739.12,5276.0,4000.0,3
Water Services Fund,Water/Customer Service Division,Compensation - Full Time Reg,,,,756201.09,768710.33,804651.36,907946.0,876278.0,3
Water Services Fund,Water/Customer Service Division,Contracted Services,,,,66061.81,7137.38,6819.6,18565.0,16000.0,3
Water Services Fund,Water/Customer Service Division,Employer - 401(K),,,,36263.98,38448.41,40233.07,41197.0,43914.0,3
Water Services Fund,Water/Customer Service Division,Group Insurance Expense,,,,147803.0,196339.0,203088.0,203088.0,213808.0,3
Water Services Fund,Water/Customer Service Division Total,,,,,1213411.8599999999,1190992.59,1383967.58,1486911.0,1385022.0,2
Water Services Fund,Water/Water General Operations Div,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,58216.0,3
Water Services Fund,Water/Water General Operations Div,Principal Payments,,,,4033407.38,3652519.85,2885393.07,2947441.0,3164998.0,3
Water Services Fund,Water/Water General Operations Div,Supplies - Other,,,,546.41,15027.64,63.39,3000.0,200.0,3
Water Services Fund,Water/Water General Operations Div,Transfer to Water Cap Prj Fund,,,,5597735.0,5625000.0,6274422.0,7438564.0,1.0084E7,3
Water Services Fund,Water/Water General Operations Div,Transfer to General Fund,,,,0.0,0.0,0.0,309337.0,0.0,3
Water Services Fund,Water/Water General Operations Div,Charges - Cost Allocations,,,,2676753.0,2499821.0,2349404.0,2206649.0,1857824.0,3
Water Services Fund,Water/Water General Operations Div,Recovery Collection Fees,,,,3151.13,4137.1,3885.96,15000.0,5000.0,3
Water Services Fund,Water/Water General Operations Div,Street Cut Utility Charges,,,,0.0,0.0,708014.66,807000.0,700000.0,3
Water Services Fund,Water/Water General Operations Div,Insurance & Bonds,,,,803983.0,803983.0,779518.0,356359.0,479519.0,3
Water Services Fund,Water/Water General Operations Div,Cost of Loan Servicing,,,,9520.0,8020.0,6200.0,10000.0,7200.0,3
Water Services Fund,Water/Water General Operations Div,Legal Services,,,,650.13,0.0,8428.93,154000.0,425000.0,3
Water Services Fund,Water/Water General Operations Div,Professional Services,,,,10771.88,3352.95,40887.14,132784.0,3000.0,3
Water Services Fund,Water/Water General Operations Div,Rental/Lease - Computers,,,,48076.59,47573.32,33139.99,18255.0,800.0,3
Water Services Fund,Water/Water General Operations Div,Unemployment,,,,0.0,0.0,0.0,0.0,16130.0,3
Water Services Fund,Water/Water General Operations Div,Bank Fees,,,,118660.06,155006.97,110305.38,180000.0,135000.0,3
Water Services Fund,Water/Water General Operations Div,Transfer to Gen Cap Proj Fund,,,,200003.0,341000.0,574310.0,696609.0,0.0,3
Water Services Fund,Water/Water General Operations Div,Information Technology Charges,,,,15373.29,17903.07,13532.57,5140.0,5000.0,3
Water Services Fund,Water/Water General Operations Div,Workers Compensation,,,,178616.0,179107.0,170351.0,180898.0,176827.0,3
Water Services Fund,Water/Water General Operations Div,Mach & Equipment,,,,0.0,35955.67,0.0,0.0,55000.0,3
Water Services Fund,Water/Water General Operations Div,Services - Postage,,,,182228.33,210300.68,225463.05,249109.0,250000.0,3
Water Services Fund,Water/Water General Operations Div,Interest Expense,,,,3650925.67,3456543.64,3307097.81,3200591.0,2936010.0,3
Water Services Fund,Water/Water General Operations Div Total,,,,,1.7530400870000005E7,1.705525189E7,1.749041695E7,1.8910736E7,2.0359724E7,2
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,4989.73,9258.68,10754.0,12484.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,3585.43,9093.96,9923.0,11538.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,0.0,20004.5,20583.95,30741.0,27400.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,2797.62,6608.96,7365.0,8160.0,3
Water Services Fund,Water/Water Production Division,Electricity,,,,505336.19,10115.39,765.79,5000.0,0.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,0.0,0.0,0.0,33027.0,83664.0,3
Water Services Fund,Water/Water Production Division,Telephone,,,,0.0,2136.57,3779.2,11493.0,9100.0,3
Water Services Fund,Water/Water Production Division,Natural Gas,,,,16000.47,3889.45,3871.46,5000.0,0.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Equipment,,,,165934.18,20317.24,0.0,7000.0,5000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Chemical & Lab,,,,88192.87,380229.34,498543.49,698006.0,530000.0,3
Water Services Fund,Water/Water Production Division,Telephone,,,,0.0,2274.2,6198.84,16800.0,21000.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,3670.18,8372.1,13309.0,8687.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Equip,,,,0.0,24005.92,60332.72,48540.0,80000.0,3
Water Services Fund,Water/Water Production Division,Rental/Lease,,,,28482.36,1801.14,654.96,2975.0,0.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Equipment,,,,9151.74,10209.81,13396.11,32400.0,12000.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,133052.59,25982.99,13056.84,13545.0,1000.0,3
Water Services Fund,Water/Water Production Division,Supplies - Other,,,,0.0,651.25,15732.7,2000.0,1500.0,3
Water Services Fund,Water/Water Production Division,Professional Services,,,,16946.45,11925.0,3975.0,25600.0,20000.0,3
Water Services Fund,Water/Water Production Division,Cellular Usage,,,,8291.86,8259.03,7768.25,10000.0,7500.0,3
Water Services Fund,Water/Water Production Division,Telephone,,,,105007.33,7127.99,933.86,4500.0,0.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Equip,,,,0.0,550.05,4176.75,8700.0,10000.0,3
Water Services Fund,Water/Water Production Division,Licenses Taxes & Fees,,,,18487.87,1400.0,8125.0,10400.0,9900.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,3168.47,7759.2,11966.0,8028.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,2467.69,5639.1,8699.0,5678.0,3
Water Services Fund,Water/Water Production Division,Maint & Repair - Buildings,,,,0.0,224.26,5711.78,24400.0,2500.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,154460.14,310616.18,346678.0,353031.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,325452.0,365905.0,375925.0,211477.0,37184.0,3
Water Services Fund,Water/Water Production Division,Compensation - Overtime,,,,0.0,6470.38,12017.11,15125.0,15240.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Equip,,,,0.0,16226.73,20937.26,19293.0,64000.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,11536.33,25468.5,26239.0,26632.0,3
Water Services Fund,Water/Water Production Division,Electricity,,,,63746.58,170075.94,176289.3,185000.0,170000.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,9012.15,18509.13,19073.0,18834.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,61494.29,146555.15,164356.0,150083.0,3
Water Services Fund,Water/Water Production Division,Licenses Taxes & Fees,,,,0.0,2035.0,1963.0,3000.0,22800.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,12962.55,26282.64,29182.0,28817.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,1600102.01,864137.79,192674.68,194243.0,193020.0,3
Water Services Fund,Water/Water Production Division,Supplies - Chemical & Lab,,,,17787.04,89986.71,126638.53,196937.0,178500.0,3
Water Services Fund,Water/Water Production Division,Compensation - Overtime,,,,52614.82,29715.4,1132.18,2020.0,760.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,0.0,0.0,0.0,14994.0,27888.0,3
Water Services Fund,Water/Water Production Division,All Other Expenses,,,,17353.829999999998,59340.56999999999,66115.45,100879.0,76621.0,3
Water Services Fund,Water/Water Production Division,Supplies - Other,,,,387.29,1645.91,2261.93,2500.0,24000.0,3
Water Services Fund,Water/Water Production Division,Natural Gas,,,,7045.67,13731.03,9337.44,16000.0,10000.0,3
Water Services Fund,Water/Water Production Division,Sewer,,,,17360.0,0.0,0.0,33433.0,39140.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,119781.47,66108.26,14000.83,14820.0,14824.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,79871.06,56764.41,13333.87,13362.0,13700.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,81879.99,44657.96,9690.46,9713.0,9689.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,48407.39,111921.77,122453.0,113554.0,3
Water Services Fund,Water/Water Production Division,Group Insurance Expense,,,,0.0,0.0,0.0,16400.0,33698.0,3
Water Services Fund,Water/Water Production Division,Compensation - Overtime,,,,0.0,4304.13,6371.44,7797.0,7702.0,3
Water Services Fund,Water/Water Production Division,Materials,,,,0.0,682.1,2473.49,10000.0,2000.0,3
Water Services Fund,Water/Water Production Division,Contracted Services,,,,0.0,30847.5,55381.76,60850.0,117300.0,3
Water Services Fund,Water/Water Production Division,Compensation - Full Time Reg,,,,0.0,63301.76,123297.03,191066.0,152712.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Equip,,,,0.0,10264.72,8521.06,8786.0,28000.0,3
Water Services Fund,Water/Water Production Division,Employer - 401(K),,,,0.0,8046.68,16132.04,17672.0,18414.0,3
Water Services Fund,Water/Water Production Division,Electricity,,,,57789.25,125144.33,91973.43,105000.0,105000.0,3
Water Services Fund,Water/Water Production Division,FICA Tax Expense,,,,0.0,11768.85,23651.31,25927.0,28173.0,3
Water Services Fund,Water/Water Production Division,Cont Ser - Maint & Rep - Build,,,,0.0,4103.01,8073.69,15000.0,16000.0,3
Water Services Fund,Water/Water Production Division,Employer - LGERS,,,,0.0,10299.75,22197.04,23813.0,26037.0,3
